year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
2013.0,3.0,6.0,1.0,222.25,240.0,100.0,162.0,3299.5,51.75,3.825,1009.725,-5.975,0.0,0.75,NNE
2013.0,3.0,6.0,2.0,183.75,220.5,94.0,153.0,2849.5,49.5,5.75,1009.375,-6.725,0.0,1.225,NE
2013.0,3.0,6.0,3.0,167.5,189.0,96.25,151.5,2600.0,49.5,5.725,1009.1,-6.825,0.0,1.0,NE
2013.0,3.0,6.0,4.0,164.75,180.75,82.0,163.0,2499.75,49.5,4.8,1008.95,-6.4,0.0,1.1,NE
2013.0,3.0,6.0,5.0,158.5,173.75,93.0,149.5,2599.5,49.5,4.475,1009.3,-6.15,0.0,0.925,NE
2013.0,3.0,6.0,6.0,162.25,171.0,96.5,147.75,2774.75,49.5,4.199999999999999,1009.8249999999999,-5.975,0.0,1.1,N
2013.0,3.0,6.0,7.0,166.0,181.0,106.25,142.5,2824.25,49.5,5.4,1010.575,-5.75,0.0,1.1,NE
2013.0,3.0,6.0,8.0,183.5,195.0,97.5,125.25,2524.5,49.5,6.825,1010.425,-6.075,0.0,1.4,NNW
2013.0,3.0,6.0,9.0,177.5,198.5,88.5,117.5,2499.75,49.5,8.175,1010.375,-6.1,0.0,1.025,N
2013.0,3.0,6.0,10.0,149.75,174.5,89.75,114.5,2374.5,49.5,8.775,1009.95,-5.775,0.0,1.2000000000000002,NE
2013.0,3.0,6.0,11.0,173.75,176.75,95.0,117.25,2424.25,49.5,9.65,1009.05,-5.675,0.0,1.1,ENE
2013.0,3.0,6.0,12.0,181.25,192.25,108.5,127.0,2749.75,49.5,10.575,1008.1,-5.25,0.0,0.25,ENE
2013.0,3.0,6.0,13.0,198.5,212.5,117.0,138.0,2900.0,48.75,11.775,1007.15,-4.75,0.0,0.9750000000000001,SSE
2013.0,3.0,6.0,14.0,214.75,232.75,118.5,145.25,2974.5,46.0,13.524999999999999,1006.55,-4.2,0.0,1.15,SSW
2013.0,3.0,6.0,15.0,223.5,246.25,129.25,150.5,3049.5,44.25,14.7,1006.625,-4.25,0.0,1.6,SW
2013.0,3.0,6.0,16.0,234.75,249.5,134.75,160.75,3274.75,42.75,14.5,1006.7750000000001,-4.325,0.0,0.35,SSW
2013.0,3.0,6.0,17.0,233.0,251.5,140.75,168.75,3350.0,34.5,11.75,1007.4,-4.15,0.0,0.7250000000000001,W
2013.0,3.0,6.0,18.0,233.5,263.0,139.25,167.75,3299.25,18.0,8.075,1008.075,-3.725,0.0,0.225,WNW
2013.0,3.0,6.0,19.0,236.0,266.75,126.5,168.0,3424.5,18.0,7.65,1008.875,-3.9250000000000003,0.0,0.6,WSW
2013.0,3.0,6.0,20.0,235.0,265.5,117.75,164.75,3575.0,18.0,5.45,1009.475,-3.325,0.0,0.42500000000000004,WSW
2013.0,3.0,6.0,21.0,229.25,261.5,121.0,159.25,3699.75,18.0,4.925,1008.975,-3.55,0.0,1.0,WSW
2013.0,3.0,6.0,22.0,228.75,259.0,123.75,153.5,3900.0,18.0,6.825000000000001,1008.8,-3.325,0.0,1.65,SE
2013.0,3.0,6.0,23.0,230.5,257.0,114.0,149.75,4224.5,18.0,4.325,1008.85,-3.0749999999999997,0.0,1.075,NNE
2013.0,3.0,7.0,0.0,233.25,258.5,110.0,145.75,4174.25,18.0,2.55,1008.6750000000001,-3.0500000000000003,0.0,0.65,E
2013.0,3.0,7.0,1.0,234.0,259.0,108.5,142.0,3999.5,18.0,1.8250000000000002,1008.525,-3.15,0.0,1.5,WSW
2013.0,3.0,7.0,2.0,244.0,264.75,104.0,137.5,3825.0,18.0,2.8499999999999996,1008.4,-3.0999999999999996,0.0,1.35,ENE
2013.0,3.0,7.0,3.0,231.5,260.0,91.0,129.25,3849.5,18.0,0.975,1007.8499999999999,-3.6,0.0,0.725,SSE
2013.0,3.0,7.0,4.0,226.25,251.25,72.0,128.5,4674.75,18.0,0.45,1007.975,-2.7,0.0,1.1749999999999998,NE
2013.0,3.0,7.0,5.0,240.5,260.75,59.5,127.0,5049.75,18.0,0.775,1008.125,-2.925,0.0,1.1,E
2013.0,3.0,7.0,6.0,246.0,261.0,60.5,129.75,5299.75,18.0,-0.22500000000000003,1007.95,-3.15,0.0,0.175,E
2013.0,3.0,7.0,7.0,252.0,270.0,61.75,135.0,5575.0,18.0,2.55,1008.225,-1.7,0.0,0.375,N
2013.0,3.0,7.0,8.0,268.0,271.25,79.75,143.25,6324.5,18.0,8.75,1008.1500000000001,-1.8250000000000002,0.0,0.875,ESE
2013.0,3.0,7.0,9.0,271.75,306.75,136.0,164.0,5549.5,18.0,9.575,1007.45,-2.125,0.0,0.9750000000000001,E
2013.0,3.0,7.0,10.0,279.0,304.0,139.0,192.25,5350.0,18.0,11.05,1006.7750000000001,-2.35,0.0,1.05,E
2013.0,3.0,7.0,11.0,291.0,315.0,131.25,224.0,5474.25,18.0,15.149999999999999,1005.025,-2.125,0.0,2.825,ESE
2013.0,3.0,7.0,12.0,316.5,351.25,133.25,256.75,5549.75,18.0,16.275,1002.8000000000001,-2.65,0.0,2.95,SSE
2013.0,3.0,7.0,13.0,339.5,362.75,117.25,196.0,3749.5,35.75,17.849999999999998,1001.4,-3.05,0.0,2.65,SSW
2013.0,3.0,7.0,14.0,291.0,295.0,93.5,138.5,3249.25,82.5,18.150000000000002,1000.025,-3.35,0.0,2.25,SW
2013.0,3.0,7.0,15.0,301.5,312.25,72.5,109.0,2725.0,102.0,19.275,998.875,-4.05,0.0,3.075,SW
2013.0,3.0,7.0,16.0,231.75,275.75,52.25,83.25,1875.0,105.75,18.8,998.475,-3.0749999999999997,0.0,1.15,SSE
2013.0,3.0,7.0,17.0,179.25,198.25,64.0,90.5,1874.5,105.75,16.825,998.15,-3.05,0.0,0.6499999999999999,SE
2013.0,3.0,7.0,18.0,203.0,222.0,64.0,113.5,1949.75,105.75,12.975,998.525,-2.2750000000000004,0.0,1.0,N
2013.0,3.0,7.0,19.0,190.25,207.0,61.25,150.75,2324.5,24.0,11.75,999.025,-1.85,0.0,1.125,N
2013.0,3.0,7.0,20.0,184.25,220.75,79.5,198.5,3399.5,105.75,10.6,999.125,-0.375,0.0,0.75,NW
2013.0,3.0,7.0,21.0,240.0,295.0,112.25,229.75,4474.5,105.75,8.75,999.1,-0.25,0.0,0.8,N
2013.0,3.0,7.0,22.0,365.25,445.25,106.25,233.0,5125.0,105.75,7.949999999999999,999.65,-0.975,0.0,0.925,E
2013.0,3.0,7.0,23.0,442.25,490.25,94.5,221.5,5199.75,105.75,6.9,999.6,-1.275,0.0,0.325,SE
2013.0,3.0,8.0,0.0,444.0,451.5,109.25,216.75,5099.75,105.75,5.075,999.55,-1.45,0.0,0.675,ENE
2013.0,3.0,8.0,1.0,405.75,427.75,87.75,203.25,4799.25,105.75,4.8,999.7750000000001,-1.775,0.0,0.9,WNW
2013.0,3.0,8.0,2.0,378.75,392.5,79.0,197.25,4924.25,105.75,3.6999999999999997,999.475,-2.1999999999999997,0.0,0.2,WNW
2013.0,3.0,8.0,3.0,337.75,365.75,75.25,190.75,4699.0,105.75,3.075,999.3249999999999,-2.325,0.0,0.44999999999999996,SW
2013.0,3.0,8.0,4.0,315.25,319.5,66.0,173.5,4224.75,105.75,2.875,999.7750000000001,-2.4,0.0,1.0,WSW
2013.0,3.0,8.0,5.0,297.5,300.75,56.25,167.0,4199.75,105.75,2.9,1000.5,-1.875,0.0,0.35,WNW
2013.0,3.0,8.0,6.0,207.0,217.25,66.5,184.75,4524.5,105.75,2.9,1001.125,-2.325,0.0,0.725,E
2013.0,3.0,8.0,7.0,144.0,157.0,62.0,181.25,5200.0,105.75,6.375,1001.75,-0.55,0.0,0.325,S
2013.0,3.0,8.0,8.0,139.0,210.0,63.5,160.0,6299.75,105.75,11.425,1001.925,-1.075,0.0,0.925,ESE
2013.0,3.0,8.0,9.0,227.0,266.75,95.75,190.25,6324.75,105.75,16.675,1002.225,-2.725,0.0,1.0,S
2013.0,3.0,8.0,10.0,262.5,283.5,87.108,193.75187499999998,5049.75,105.75,19.7,1002.025,-4.0,0.0,1.15,E
2013.0,3.0,8.0,11.0,212.0,214.0,59.5,176.25,3774.75,105.75,21.025,1001.625,-2.85,0.0,3.425,SE
2013.0,3.0,8.0,12.0,141.25,159.75,39.0,132.25,2250.0,105.75,21.7,1000.675,-3.875,0.0,2.925,SSW
2013.0,3.0,8.0,13.0,155.5,191.25,37.5,100.25,1675.0,105.75,18.525,1000.3,0.025000000000000078,0.0,3.45,SE
2013.0,3.0,8.0,14.0,217.25,380.25,64.5,109.5,2724.25,105.75,14.7,1000.475,0.12499999999999997,0.0,4.800000000000001,SE
2013.0,3.0,8.0,15.0,265.75,398.25,85.75,117.0,3149.25,105.75,12.4,1001.0,-1.2,0.0,4.5,ESE
2013.0,3.0,8.0,16.0,160.75,224.0,60.0,80.75,1724.75,103.0,11.15,1001.325,-1.125,0.0,2.45,SE
2013.0,3.0,8.0,17.0,104.25,130.5,43.5,61.25,1075.0,97.0,10.0,1001.4,-1.25,0.0,1.9,SSE
2013.0,3.0,8.0,18.0,76.25,94.75,37.5,55.0,925.0,97.0,9.225,1001.95,-0.975,0.0,1.325,SE
2013.0,3.0,8.0,19.0,83.75,95.75,35.0,62.75,1075.0,97.0,8.3,1001.925,-1.7999999999999998,0.0,1.625,ESE
2013.0,3.0,8.0,20.0,74.75,85.75,38.0,70.25,1075.0,97.0,7.375,1001.75,-3.1750000000000003,0.0,2.6,ESE
2013.0,3.0,8.0,21.0,55.25,68.75,33.25,61.5,1150.0,97.0,6.3,1001.5,-3.75,0.0,1.825,ESE
2013.0,3.0,8.0,22.0,71.5,72.5,44.75,78.0,1575.0,97.0,6.0,1000.575,-4.675,0.0,0.975,S
2013.0,3.0,8.0,23.0,66.25,68.75,55.5,72.25,1700.0,97.0,5.4,998.825,-4.675,0.0,0.55,SSE
2013.0,3.0,9.0,0.0,50.75,63.5,60.5,71.5,1949.5,97.0,4.2,997.45,-4.325,0.0,0.15,SSE
2013.0,3.0,9.0,1.0,58.25,81.0,66.0,71.75,2274.5,97.0,2.775,996.4,-3.8,0.0,0.35000000000000003,N
2013.0,3.0,9.0,2.0,68.5,94.75,70.5,70.5,2424.75,97.0,2.3,995.45,-3.5500000000000003,0.0,0.8999999999999999,ENE
2013.0,3.0,9.0,3.0,75.75,99.25,62.5,74.0,2549.25,97.0,2.0,994.2750000000001,-3.95,0.0,1.025,E
2013.0,3.0,9.0,4.0,79.25,95.75,61.0,68.75,2524.75,97.0,1.725,993.2750000000001,-3.575,0.0,0.0,E
2013.0,3.0,9.0,5.0,79.75,101.0,58.25,91.75,2849.5,97.0,2.6,993.425,-3.625,0.0,1.6,NNW
2013.0,3.0,9.0,6.0,99.75,108.5,59.0,98.25,2874.25,97.0,3.7,993.625,-3.25,0.0,1.2999999999999998,NW
